TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;16.844.885/0001-45;;BANRISUL FOCO IRF-M FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESP LIMITADA;2025-07-31;TÍTULOS PÚBLICOS FEDERAIS;75.63
CLASSES - FIF;16.844.890/0001-58;;BANRISUL FOCO IMA-B FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITAD;2025-07-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;0.79
CLASSES - FIF;16.844.890/0001-58;;BANRISUL FOCO IMA-B FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITAD;2025-07-31;TÍTULOS PÚBLICOS FEDERAIS;99.21
CLASSES - FIF;16.880.814/0001-06;;BRAM FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO AÇÕES SMALL CAPS - RESP LIMITADA;2025-07-31;Ações;93.02
CLASSES - FIF;16.880.814/0001-06;;BRAM FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO AÇÕES SMALL CAPS - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;3.80
CLASSES - FIF;16.892.122/0001-70;;SULAMÉRICA SELECTION FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES DE RESPONSABILIDADE LIMITADA;2025-07-31;Ações;96.07
CLASSES - FIF;16.892.122/0001-70;;SULAMÉRICA SELECTION FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES DE RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundo;0.00
CLASSES - FIF;16.892.122/0001-70;;SULAMÉRICA SELECTION FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES DE RESPONSABILIDADE LIMITADA;2025-07-31;Op. Compromissadas lastreadas em títulos públicos;3.93
CLASSES - FIF;16.892.122/0001-70;;SULAMÉRICA SELECTION FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES DE RESPONSABILIDADE LIMITADA;2025-07-31;Outros;0.00
CLASSES - FIF;16.892.122/0001-70;;SULAMÉRICA SELECTION FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES DE RESPONSABILIDADE LIMITADA;2025-07-31;Títulos público federais;0.00
CLASSES - FIF;16.964.091/0001-15;;BANESTES SOLIDEZ AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;99.40
CLASSES - FIF;17.080.119/0001-14;;BAHIA AM MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-07-31;Derivativos;8.85
CLASSES - FIF;17.080.119/0001-14;;BAHIA AM MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-07-31;Investimento no exterior;15.77
CLASSES - FIF;17.080.119/0001-14;;BAHIA AM MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;-85.39
CLASSES - FIF;17.080.119/0001-14;;BAHIA AM MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;167.36
CLASSES - FIF;17.087.932/0001-16;;BAHIA AM MARAÚ FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Derivativos;0.06
CLASSES - FIF;17.087.932/0001-16;;BAHIA AM MARAÚ FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Investimento no exterior;12.83
CLASSES - FIF;17.087.932/0001-16;;BAHIA AM MARAÚ FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;-51.39
CLASSES - FIF;17.087.932/0001-16;;BAHIA AM MARAÚ FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;137.27
CLASSES - FIF;17.137.326/0001-68;;IBIUNA HEDGE STHG FIF- CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;6.70
CLASSES - FIF;17.137.326/0001-68;;IBIUNA HEDGE STHG FIF- CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;1067.72
CLASSES - FIF;17.137.326/0001-68;;IBIUNA HEDGE STHG FIF- CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;16.37
CLASSES - FIF;17.137.326/0001-68;;IBIUNA HEDGE STHG FIF- CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;119.45
CLASSES - FIF;17.137.326/0001-68;;IBIUNA HEDGE STHG FIF- CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;122.94
CLASSES - FIF;17.284.948/0001-19;;BRAM H FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO AÇÕES DIVIDENDOS - RESP LIMITADA;2025-07-31;Ações;94.00
CLASSES - FIF;17.284.948/0001-19;;BRAM H FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO AÇÕES DIVIDENDOS - RESP LIMITADA;2025-07-31;Derivativos;-0.17
CLASSES - FIF;17.284.948/0001-19;;BRAM H FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO AÇÕES DIVIDENDOS - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;4.18
CLASSES - FIF;17.489.019/0001-46;;BRADESCO FIF - CIC RF CRED PRIVADO EXCLUSIVO BETA - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;1.95
CLASSES - FIF;17.489.019/0001-46;;BRADESCO FIF - CIC RF CRED PRIVADO EXCLUSIVO BETA - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;26.43
CLASSES - FIF;17.489.019/0001-46;;BRADESCO FIF - CIC RF CRED PRIVADO EXCLUSIVO BETA - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;44.47
CLASSES - FIF;17.489.019/0001-46;;BRADESCO FIF - CIC RF CRED PRIVADO EXCLUSIVO BETA - RESP LIMITADA;2025-07-31;Títulos de crédito privado;11.98
CLASSES - FIF;17.489.019/0001-46;;BRADESCO FIF - CIC RF CRED PRIVADO EXCLUSIVO BETA - RESP LIMITADA;2025-07-31;Títulos públicos federais;15.17
CLASSES - FIF;17.489.031/0001-50;;BAHIA AM MARAÚ A FIF - CIC MULTIM- RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;0.06
CLASSES - FIF;17.489.031/0001-50;;BAHIA AM MARAÚ A FIF - CIC MULTIM- RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;12.82
CLASSES - FIF;17.489.031/0001-50;;BAHIA AM MARAÚ A FIF - CIC MULTIM- RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;-51.36
CLASSES - FIF;17.489.031/0001-50;;BAHIA AM MARAÚ A FIF - CIC MULTIM- RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;137.17
CLASSES - FIF;17.489.100/0001-26;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES BB SEGURIDADE - RESP LIMITADA;2025-07-31;Ações;99.54
CLASSES - FIF;17.489.100/0001-26;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES BB SEGURIDADE - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.36
CLASSES - FIF;17.554.200/0001-99;;IBIUNA LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;102.88
CLASSES - FIF;17.554.200/0001-99;;IBIUNA LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.27
CLASSES - FIF;17.554.200/0001-99;;IBIUNA LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;13.92
CLASSES - FIF;17.554.200/0001-99;;IBIUNA LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;12.11
CLASSES - FIF;17.554.200/0001-99;;IBIUNA LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;18.72
CLASSES - FIF;17.554.210/0001-24;;IBIUNA LONG BIASED MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;101.96
CLASSES - FIF;17.554.210/0001-24;;IBIUNA LONG BIASED MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.27
CLASSES - FIF;17.554.210/0001-24;;IBIUNA LONG BIASED MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;13.79
CLASSES - FIF;17.554.210/0001-24;;IBIUNA LONG BIASED MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;12.00
CLASSES - FIF;17.554.210/0001-24;;IBIUNA LONG BIASED MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;18.55
CLASSES - FIF;17.797.493/0001-35;;SULAMÉRICA APOLLO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;2025-07-31;Ações;0.00
CLASSES - FIF;17.797.493/0001-35;;SULAMÉRICA APOLLO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos;0.00
CLASSES - FIF;17.797.493/0001-35;;SULAMÉRICA APOLLO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;2025-07-31;Op. Compromissadas lastreadas em títulos públicos;32.20
CLASSES - FIF;17.797.493/0001-35;;SULAMÉRICA APOLLO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;2025-07-31;Outros;9.49
CLASSES - FIF;17.797.493/0001-35;;SULAMÉRICA APOLLO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;2025-07-31;Títulos público federais;58.31
CLASSES - FIF;17.812.153/0001-36;;MÉTODO AMZ FUNDO DE INVESTIMENTO DE AÇÕES;2025-07-31;Ações;2.27
CLASSES - FIF;17.812.153/0001-36;;MÉTODO AMZ FUNDO DE INVESTIMENTO DE AÇÕES;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;0.90
CLASSES - FIF;17.812.153/0001-36;;MÉTODO AMZ FUNDO DE INVESTIMENTO DE AÇÕES;2025-07-31;Outras Aplicações;96.65
CLASSES - FIF;17.979.906/0001-00;;FEEDER FALCON FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.40
CLASSES - FIF;17.979.906/0001-00;;FEEDER FALCON FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.42
CLASSES - FIF;17.979.906/0001-00;;FEEDER FALCON FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;1.14
CLASSES - FIF;18.000.606/0001-92;;BRADESCO FIF - CIC RF IRFM ÁGORA - RESPONSABILIDAE LIMITADA;2025-07-31;Derivativos;9.84
CLASSES - FIF;18.000.606/0001-92;;BRADESCO FIF - CIC RF IRFM ÁGORA - RESPONSABILIDAE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;10.10
CLASSES - FIF;18.000.606/0001-92;;BRADESCO FIF - CIC RF IRFM ÁGORA - RESPONSABILIDAE LIMITADA;2025-07-31;Títulos públicos federais;90.04
CLASSES - FIF;18.079.388/0001-23;;BRADESCO BANCOS FI FINANCEIRO - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;80.10
CLASSES - FIF;18.079.388/0001-23;;BRADESCO BANCOS FI FINANCEIRO - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;17.51
CLASSES - FIF;18.079.388/0001-23;;BRADESCO BANCOS FI FINANCEIRO - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;2.40
CLASSES - FIF;18.079.540/0001-78;;BRADESCO S&P 500 MAIS FC - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;100.20
CLASSES - FIF;18.079.540/0001-78;;BRADESCO S&P 500 MAIS FC - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.37
CLASSES - FIF;18.079.540/0001-78;;BRADESCO S&P 500 MAIS FC - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;88.41
CLASSES - FIF;18.085.876/0001-43;;BRAM INSTITUCIONAL IRF-M FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Derivativos;9.59
CLASSES - FIF;18.085.876/0001-43;;BRAM INSTITUCIONAL IRF-M FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;9.82
CLASSES - FIF;18.085.876/0001-43;;BRAM INSTITUCIONAL IRF-M FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;90.21
CLASSES - FIF;18.085.885/0001-34;;BRAM IMA-B 5+ FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Derivativos;1.20
CLASSES - FIF;18.085.885/0001-34;;BRAM IMA-B 5+ FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;1.39
CLASSES - FIF;18.085.885/0001-34;;BRAM IMA-B 5+ FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;98.61
CLASSES - FIF;18.085.891/0001-91;;BRAM IMA-B TÍTULOS PÚBLICOS FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.09
CLASSES - FIF;18.085.891/0001-91;;BRAM IMA-B TÍTULOS PÚBLICOS FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;99.91
CLASSES - FIF;18.085.913/0001-13;;BRAM IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;9.80
CLASSES - FIF;18.085.913/0001-13;;BRAM IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Derivativos;2.75
CLASSES - FIF;18.085.913/0001-13;;BRAM IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;2.97
CLASSES - FIF;18.085.913/0001-13;;BRAM IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;87.23
CLASSES - FIF;18.391.138/0001-24;;IBIUNA LONG SHORT STLS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Ações;60.99
CLASSES - FIF;18.391.138/0001-24;;IBIUNA LONG SHORT STLS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.38
CLASSES - FIF;18.391.138/0001-24;;IBIUNA LONG SHORT STLS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Investimento no exterior;16.94
CLASSES - FIF;18.391.138/0001-24;;IBIUNA LONG SHORT STLS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;9.27
CLASSES - FIF;18.391.138/0001-24;;IBIUNA LONG SHORT STLS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;59.73
CLASSES - FIF;18.422.272/0001-45;;CSHG ALLOCATION ABSOLUTE VERTEX FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-07-31;Outras Cotas de Fundos de Investimento;100.07
CLASSES - FIF;18.422.272/0001-45;;CSHG ALLOCATION ABSOLUTE VERTEX FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-07-31;Outros;0.00
FI;18.448.137/0001-79;;GERAL DIVIDENDO FUNDO DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;88.11
FI;18.448.137/0001-79;;GERAL DIVIDENDO FUNDO DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulospúblicos federais;11.89
FI;18.448.137/0001-79;;GERAL DIVIDENDO FUNDO DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Outras aplicações;0.01
CLASSES - FIF;18.466.245/0001-74;;BANRISUL FOCO IRF-M 1 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;DERIVATIVOS;5.12
CLASSES - FIF;18.466.245/0001-74;;BANRISUL FOCO IRF-M 1 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;5.35
CLASSES - FIF;18.466.245/0001-74;;BANRISUL FOCO IRF-M 1 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-07-31;TÍTULOS PÚBLICOS FEDERAIS;94.66
CLASSES - FIF;18.558.694/0001-42;;QUARTZO ESTRATÉGIA FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Ações;89.47
CLASSES - FIF;18.558.694/0001-42;;QUARTZO ESTRATÉGIA FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;6.76
CLASSES - FIF;18.558.694/0001-42;;QUARTZO ESTRATÉGIA FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Derivativos;1.02
CLASSES - FIF;18.558.694/0001-42;;QUARTZO ESTRATÉGIA FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;1.15
CLASSES - FIF;18.558.694/0001-42;;QUARTZO ESTRATÉGIA FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;4.33
CLASSES - FIF;18.602.064/0001-28;;FL PREMIUM INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-07-31;Acões;0.00
CLASSES - FIF;18.602.064/0001-28;;FL PREMIUM INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-07-31;Cotas de Fundos de Investimento 555;0.00
CLASSES - FIF;18.602.064/0001-28;;FL PREMIUM INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-07-31;Operacões compromissadas lastreadas em títulos privados;0.00
CLASSES - FIF;18.602.064/0001-28;;FL PREMIUM INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-07-31;Operacões compromissadas lastreadas em títulos públicos federais;95.59
CLASSES - FIF;18.602.064/0001-28;;FL PREMIUM INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-07-31;Títulos Públicos federais;0.00
CLASSES - FIF;18.628.896/0001-13;;GENEBRA COVERED CALL LS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Índice de Renda Variável;71.16
CLASSES - FIF;18.628.896/0001-13;;GENEBRA COVERED CALL LS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;13.22
CLASSES - FIF;18.628.896/0001-13;;GENEBRA COVERED CALL LS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Derivativos;-0.88
CLASSES - FIF;18.628.896/0001-13;;GENEBRA COVERED CALL LS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.14
CLASSES - FIF;18.628.896/0001-13;;GENEBRA COVERED CALL LS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos Públicos Federais;15.94
CLASSES - FIF;18.799.585/0001-17;;MB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;83.86
CLASSES - FIF;18.799.585/0001-17;;MB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;15.41
CLASSES - FIF;18.810.900/0001-60;;BRADESCO H FIF - CIC MULT  GLOBAL - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;1.93
CLASSES - FIF;18.810.900/0001-60;;BRADESCO H FIF - CIC MULT  GLOBAL - RESP LIMITADA;2025-07-31;Derivativos;0.97
CLASSES - FIF;18.810.900/0001-60;;BRADESCO H FIF - CIC MULT  GLOBAL - RESP LIMITADA;2025-07-31;Investimento no exterior;17.57
CLASSES - FIF;18.810.900/0001-60;;BRADESCO H FIF - CIC MULT  GLOBAL - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;21.24
CLASSES - FIF;18.810.900/0001-60;;BRADESCO H FIF - CIC MULT  GLOBAL - RESP LIMITADA;2025-07-31;Títulos públicos federais;58.93
CLASSES - FIF;18.820.189/0001-24;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADA DI LP AMBAR -RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;3.51
CLASSES - FIF;18.820.189/0001-24;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADA DI LP AMBAR -RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;61.98
CLASSES - FIF;18.820.189/0001-24;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADA DI LP AMBAR -RESP LIMITADA;2025-07-31;Títulos de crédito privado;0.02
CLASSES - FIF;18.820.189/0001-24;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADA DI LP AMBAR -RESP LIMITADA;2025-07-31;Títulos públicos federais;34.34
CLASSES - FIF;18.956.713/0001-99;;BRADESCO PRIVATE FUND OF FUNDS LONG BIASED FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Ações;1.08
CLASSES - FIF;18.956.713/0001-99;;BRADESCO PRIVATE FUND OF FUNDS LONG BIASED FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;97.55
CLASSES - FIF;18.956.713/0001-99;;BRADESCO PRIVATE FUND OF FUNDS LONG BIASED FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;1.14
CLASSES - FIF;18.956.713/0001-99;;BRADESCO PRIVATE FUND OF FUNDS LONG BIASED FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;1.19
CLASSES - FIF;18.956.713/0001-99;;BRADESCO PRIVATE FUND OF FUNDS LONG BIASED FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;1.33
CLASSES - FIF;18.956.729/0001-00;;QUARTZO HEDGE FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Ações;20.48
CLASSES - FIF;18.956.729/0001-00;;QUARTZO HEDGE FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;15.37
CLASSES - FIF;18.956.729/0001-00;;QUARTZO HEDGE FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Derivativos;10.72
CLASSES - FIF;18.956.729/0001-00;;QUARTZO HEDGE FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;34.77
CLASSES - FIF;18.956.729/0001-00;;QUARTZO HEDGE FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos Públicos Federais;38.10
CLASSES - FIF;18.959.094/0001-96;;BRADESCO BOLSA AMERICANA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;99.93
CLASSES - FIF;18.959.094/0001-96;;BRADESCO BOLSA AMERICANA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.34
CLASSES - FIF;18.959.094/0001-96;;BRADESCO BOLSA AMERICANA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;88.18
CLASSES - FIF;18.959.265/0001-87;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO CREDIT SELECTION - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.00
CLASSES - FIF;18.959.265/0001-87;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO CREDIT SELECTION - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;6.11
CLASSES - FIF;18.959.265/0001-87;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO CREDIT SELECTION - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;50.60
CLASSES - FIF;18.959.265/0001-87;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO CREDIT SELECTION - RESP LIMITADA;2025-07-31;Títulos de crédito privado;3.64
